urdu_text,is_sarcastic,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
شکریہ آپ کا نوازش بہت,0.0,,,,,,
دوسروں بیویاں دیکھ کر جلنے سے بہتر یے اپنی بیویوں خرچہ انہیں پارلر کر جا مارخورز,1.0,,,,,,
سعید غنی عمران خان سازش مراد علی شاہ پولیس نے سب کر الحمدللہ خود بےنقاب,1.0,,,,,,
صافی اک بات بلاک نہیں سچ بتائو تبدیلی نظر آ نا لفافی صافی صحافی,0.0,,,,,,
ہاہاہاہاہاہا چالیس سالہ صحافت کا بلتکار کردیا حامد میر مولا خوش,0.0,,,,,,
دراصل ٹکلا انکل نانی کو چمہ دینا چاہتا تھا مگر بیچ میں نانا آگئے,1.0,,,,,,
اوئے بڑے غائب غائب ویلکم ویلکم,1.0,,,,,,
ہا ہا ہا آہو,0.0,,,,,,
پشاور ہاٸیکورٹ نے لیگی رہنما امیر مقام خلاف FIA تمام کیسز سفارشات رد کر امیر مقام کو باعزت بری کر دیا,0.0,,,,,,
لیکن ا س چیف کا نوٹس لینا ایسے ھی ھوا جیسے دودھ کا راکھا بلا یا چراغ تلے اندھیرا,1.0,,,,,,
6 بسکٹ گن کر اس میں,1.0,,,,,,
معافی نہیں دیندے قوم نوں,0.0,,,,,,
غلامی رسول میں موت بھی قبول جو نا عشق مصطفی زندگی فضول حضورصلى الله عليه وسلم خاتم النبيين آپ صلى الله عليه وسلم بعد نبی نہیں گا بے_شک,0.0,,,,,,
شاید کامران خان کچھ بیرونی دوست مدد لٸے تیار بیٹھے ہمیں پتہ نہ,1.0,,,,,,
وہ میں نے پوچھنا تھا میں بھی چھٹی درخواست لکھ دوں کر,1.0,,,,,,
شغل میلہ لان دؤ توانوں پین جی,0.0,,,,,,
جس نے فالورز بڑھانے ہمارے پاس تشریف لائے ایسے محسوس ہوتا جیسے دیوار پہ حکیم صاحب کا اشتہار لگا ٹوئیٹر_دواخانہ,0.0,,,,,,
بے غیرتوں جاہلوں سوا عمران نیازی کا ساتھ اب نہیں گا ہارون رشید StandWithSindhPolice,1.0,,,,,,
میری فلاسفی کو کھلے عام ڈرامہ بولا جا رہا اس کا بھی نوٹس لے جائے مائی لارڈ,1.0,,,,,,
ڈیر خکولے ماشاءالله,0.0,,,,,,
دیکھ ہم نے کافی مقدار میں پاپ کارن منگوا لیے,0.0,,,,,,
آواز قائد اعظم نے بھی س ن تم لوگو فون آ تھا میرے پاس پوچھ میرے مزار میں گدھے کیسے داخل,1.0,,,,,,
تعجب نہیں لیکن کر نہیں جانتا کس نے کس کہنے کاروائی ڈالی ھے کچھ ریلیف ملے گا بلاول سیاستدانوں صف میں شامل ھوگیا لیکن ھمارا نعرہ وہی ھے ووٹ_کو_عزت_دو,1.0,,,,,,
کر حسن اتفاق ان گلی میں ہم اک کام سے کام سے,0.0,,,,,,
اتنا بڑا معاملہ جا یار وزیراعظم کو بھی نوٹس لینے کا بولے ڈمی مگر PM,1.0,,,,,,
وہی لطیفے والا کپتان ھے اک میراثی نے اپنے مرغے کا نام کپتان رکھ تھا جو اپنی وردی اتار کر جا تھا,1.0,,,,,,
مرد اپنی جوانی میں اپنے اعمال سے اپنی بیٹی قسمت جوانی لکھ رہا ہوتا,0.0,,,,,,
دیکھ ساقی کیسے بستا ھے عشق وجود میں سلطنت میری ھے رگ رگ پہ حکومت یار,0.0,,,,,,
لفظ دوست تشریح عزت نہ کرنے والی عجیب غریب بے ڈھنگی پرواہ مخلوق,1.0,,,,,,
وہی عرض کرنے کوشش کر رہا دونوں ڈھنگ کھسم مر کر,1.0,,,,,,
اللہ پاک نئ زندگی میں سکون عطا فرماۓ آمین ثم آمین,0.0,,,,,,
ایناں مینوں نی ہویا جیناں توانوں اویا اے,0.0,,,,,,
ملازم تنخواہ 1 تولہ سونے برابر س بیغیرت نے ڈی چوک کہ تھا در_در_نیازی,1.0,,,,,,
اپوزیشن کبھی عمران خان کٹھ پ تلی فیصلے کرتا ھے کبھی عمران خان ہم سے انتقام رہا ھے,1.0,,,,,,
جلدی کہ تب سے سوچ,0.0,,,,,,
بدزبان بد کلام چوہان چوہان نیازی اپنے ٹائیگر نامی کتے کو لگام BachaKhanOurHero,1.0,,,,,,
اچھا دماغ بغیر دماغ والوں گھومتے دماغ صرف موجودگی نہیں استعمال بھی ہونا چاہیے,1.0,,,,,,
عورت اتنی وفا کافی نہیں وہ تمہارے ساتھ جنت خواب دیکھتی جبکہ تم اسے پہلو میں بیٹھ کر بھی تین بیویوں خواب دیکھ ہو_,0.0,,,,,,
تسی کسطرح سانوں بھل سکدے,0.0,,,,,,
فسادن ملی تے کوجی ہنھ,1.0,,,,,,
زرداری پتہ نہی کون سے بدلے چکا ن لیک سے پہلے گنجے سے فوج مخالف تقریر کروائ کراچی میں گنجی تقریر اجازت نہی ن لیک پوسٹر نیچے پیپلزپارٹی لکھوا کر بینرز وائرل اب اس کا جوائ گرفتار کروا دیا اتحاد یا ن لیک بینڈ بجائ جا ISPR,1.0,,,,,,
گشتی پاگل ہوگی اس کو سیریس نا بھائیوں,1.0,,,,,,
شام جتنے ریٹویٹ ان کو سپیشل پروموشن لسٹ میں شامل کر جائے گا جلدی سے ریٹویٹ اپنا گارنٹی ف,0.0,,,,,,
سرعام جو حق گوئ کا ہنر پایا علی سے عشق کر جگر پایا,0.0,,,,,,
وچلے ذرائع مطابق کپٹن صفدر کو گرفتار کر فوج سے 1992 کا بدلہ لے جا CompromiseGames,1.0,,,,,,
پٹواریوں_کی_مادرملت جیسے بنا سوار سواری,1.0,,,,,,
نکما کیپٹن صفدو,1.0,,,,,,
پہلے گجر طیارہ وڑائچ طیارہ چیمہ طیارہ مگر اب پیش خدمت نیو خان طیارہ بزدارکی_پرواز_پنجاب_بیکار,0.0,,,,,,
گل خان لیول,0.0,,,,,,
پٹواریوں بھی کر زندگی جنم انسانوں والا مل حساب کتوں والا دینا ہوگا,0.0,,,,,,
کر باجوا چھاتی سو قریب میڈل نہیں دیکھے کر پچھلے چار سالوں سےاتنا بڑا پاکستان فتح کر رہا کشمیر فتح کرنا اسکے بائیں ہاتھ کا کھیل سے پوچھ,1.0,,,,,,
راکٹ سائنس نہیں جیو شیرنی,1.0,,,,,,
عمران خان ان مشیروں وزیروں کو نیند نہی اے پنڈی بواے کال گئ,1.0,,,,,,
zabardast میری زندگی رابطے میں شفاء جیسا وہ میری روح میں شامل محبت انتہا جیسا,0.0,,,,,,
سن آرمی چیف صاحب نے ووٹ چوری کا نوٹس بہت خوب,0.0,,,,,,
ذرا_ذرا سا تھا تھا کمال کا وہ تمہارا مسکرانا جو ھمیں ڈوبا,0.0,,,,,,
لگ نانی ۴٢٠ زنبیل میں بہت کچھ دفن,1.0,,,,,,
ویسے آڑ پہلے سب کچھ خود بعد میں ا نہی کو تحقیقات کا ح کم جو آپ ماتحت قوم کو پاگل بنانا کتنا آسان,1.0,,,,,,
اب ٹرکوں پیچھے لکھ گا سندھ پولیس کو سلام,1.0,,,,,,
مادر ملت نہیں مادر زلت,0.0,,,,,,
نئیں افتخار ٹھاکر سٹائل,0.0,,,,,,
بلاول بھٹو زرداری,0.0,,,,,,
ارے پوچھنے بتانے کر ضروت ھے سب کو پتا ھے رات تم نے کہاں کس ساتھ گزاری ھے,1.0,,,,,,
پورے پاکستان میں چنگچی ڈھونڈ اب محترمہ نانی جی اپنا بیانیہ گھر گھر پہنچائیں انقلاب,1.0,,,,,,
بریکنگ نیوز صرف کامیاب جلسوں بعد نکے ابا جی استعفے صدائیں آنا شروع مبارک ریاست_سے_,1.0,,,,,,
ڈوبے اص ل میں لفافے خونی لبرل جو روز جھوٹ بولتے روز ذلیل کر سو لگ ان کو ذلیل ہونے عادت سی,0.0,,,,,,
غم زندگی تیری راہ میں شب آرزو تیری چاہ میں جو اجڑ جا وہ بسا نہیں جو بچھڑ جا وہ مل نہیں,0.0,,,,,,
آپ علاؤہ دنیا میں فسادن نہیں سچی میں مطلب کنوارا مروں گا,0.0,,,,,,
سمجھ نہیں آ 9 بجے خبریں دیکھ یا فلم سنگم,1.0,,,,,,
بلو رانی طبعیت خراب ہوگی,1.0,,,,,,
زیادہ بھونکنے نہیں پہلے آئ جی سے پوچھ کس نے دباو ڈالا ھے سندھ گورنمنٹ نے یا وفاق نے پہر جی بھر بھونک لینا,1.0,,,,,,
میں آپ بات پہ غور کروں آپ کا بہت شکریہ,0.0,,,,,,
پانی ختم کرنے میں پرائمری سکول بچوں کا بھی بڑا ہاتھ منٹ بعد اشتاد جی پانی پی آواں,0.0,,,,,,
حامد میر صاحب اب ان بیچارے کامران خان کو اغواکاروں چنگل سے ازاد کرانا آپ کا کام,1.0,,,,,,
کاکا جب تم نے عدت پوری نہیں ہونے عوام کیسے مدت پوری ہونے,1.0,,,,,,
حکومت کا ترجمان بھی گھٹیا باتیں کرتا,1.0,,,,,,
نہ صرف حکومت حکومت اندر بھی حکومت ہوتا حکومت اوپر بھی حکومت ہوتا حکومت نیچے بھی حکومت ہوتا بلاول بھٹو زرداری,0.0,,,,,,
بہت یہی درست رویہ,0.0,,,,,,
قسمیں انج ای گل اے,0.0,,,,,,
کیپٹن صفدر کا جلدی چھوٹنے وزیر موسمیات زرتاج گل کا اظہار اطمینان,1.0,,,,,,
ھاھاھاھاھااو تیری خیر او پاٸیا تسی فیاض نال گل پٸے کردے او جونی سن نال نٸیں,1.0,,,,,,
جماعت اسلامی جلسے جلوس حکومت مخالف تحریک نہیں نوکر شاہی دلالی میں پی ڈی ایم مخالفت میں کر,1.0,,,,,,
ھاھاھاھا توں تیار رہ بس,0.0,,,,,,
مزے تے ماہیا ہ ن آن انیل کپورے بلو رانی کو کچھ سمجھ نہیں آ رہا تھا کر کہنا نامراد نے بات بلو رانی دوسری کھڑی,0.0,,,,,,
اس کو فراغت,0.0,,,,,,
میاں ساب خود کو شیر ثابت کرنے کو پونچھ لگوانے لیے سرجری لیے روانہ ذرایع حامڈ میڑ,1.0,,,,,,
مجھے لگ رہا بہت جلد کامران خان کا سوفٹ ویئر بھی اپ ڈیٹ ہونے والا بھی شیخ رشید طرح خودکش بن چکا گھنٹے اپنوں کو نقصان پہنچانے پہ لگا,1.0,,,,,,
نظرتوصرف ہم لڑکیوں کولگتی لڑکوں پیچھےتوجب بھی کتے زادی,1.0,,,,,,
بستی خراب کامران خان,0.0,,,,,,
ملنا تھا بار ا سے منیر ایسا م یں چاہتا تھا ایسا نہیں ھوا,0.0,,,,,,
اس طرح الیکشن توں بعد نہ امیدوار چیف الیکشن کمشنر نو گولی مار دیندا,0.0,,,,,,
پوچھنا لگھڑ بھگڑ مطلب کپٹن صفدر کو کس نے گرفتار کروایا پی پی آپ ساتھ بہت بڑی گیم کر,1.0,,,,,,
بزدارکی_پرواز_بلاول_بیکار خان صاحب نے کہ حرام پلے بچے ھیں جن میں سے نانی ھے حیرت اس بات ھے انکو حرام پلے کہنے اعتراض نہیں بلکہ نانی کہنے اعتراض ھوا ھے,1.0,,,,,,
عمران خان کو کریڈٹ دینا پڑے گا اپنے ساتھ ساتھ اپنے لانے والوں کو بهی ذلیل کروا رہا یوتھیے بےچارے سبیل اللہ ذلیل ہيں مان مرشد تیر ميں تین تین شکار StateAboveStateRejected IGSindh,1.0,,,,,,
کیپٹن صفدر کا نیا گانا ریلیز اک کتی جئ زنانی پیچھے رول جوانی,0.0,,,,,,
ایسا جھاد مجاد,0.0,,,,,,
تمہیں بھی قائد اعظم محمد علی جناح رح عزت کا پاس نہیں تم ہمیں چھٹیاں بتا تمہیں شرم آنی چاہیے قانون عمل نہیں کر جا ملک کسی باپ نہیں تمام پاکستانیوں کا ملک مادر وطن اب اس گھر داماد کو مچھ جیل میں ہونا چاہیے تھا قانون پڑھو,0.0,,,,,,
حامد میر صاحب آپ نے حکومت ماموں بیٹے کامران کلاس باخدا یقین نہیں آتا لڑکا کامران وہی جو Geo News پروگرام کر کرتا تھا اب قوم کو بھی پکا یقین جا اصلی والا حکومت ماموں کا بیٹا کامران,1.0,,,,,,
قاتل بندوق سے ذیادہ طاقت صحافی قلم کیمرے میں لیکن شرط کیمرا کسی بکے دلال حامد میر صحافی ہاتھ میں نہ,1.0,,,,,,
کپتان صفدر اعوان نہ جذباتی ہوندا تے نہ ایہہ سارا کم پیندا سارے اعوان بابر اعوان تے فردوس عاشق اعوان نئیں ہوندے,1.0,,,,,,
پچیس نہیں پیچش سال,0.0,,,,,,
اذان غور سے سننےسے کافی ذہنی بیماریوں سے نجات مل جاتی,0.0,,,,,,
کسی بدتمیزی سے مت گھبرائیں وہ بس اپنا تعارف کرواتے سمجھداری ا سی میں آپ ا نہیں پہچان کر آگے چل دیں,0.0,,,,,,
سندھ حکومت بد نام مریم نانی تیرے لیے کوئی_مرادعلی_شاہ_سےپوچھے,1.0,,,,,,
آریحائی فوج نے ملازمت چھوڑ کر کھیتی باڑی کرنے آرائیوں کا پیشہ ذراعت باغ بانی پیاز اگانے کھانے سالن کوپیاز کا تڑکا لگانے کا بھی تمام اقوام نے انہیں سے سیکھ آرائیں عربی نسل سے مگر عرب سے عجم سفر میں انکی زبان تہذیب میں نمائیاں فرق آ,1.0,,,,,,
کامران صاحب کا نشہ شاہین کا نشہ واقعی ماموں کا بیٹا کامران,1.0,,,,,,
سچی مزہ آ ویسے حیدر بھائی بہت پیارے انسان,0.0,,,,,,
زندگی بےوفا مانا مگر,0.0,,,,,,
تیرا یہی کہنا بنتا,0.0,,,,,,
فیصل واوڈا گھٹیا ترین وزیر اعلان ختم,1.0,,,,,,
اب انڈیا سوگ میں ڈوبا ہوگا کر انرت ہوگیا پاکستان میں کیونکہ انڈیا ہمیشہ ووٹ_کو_عزت_دو بات پہ دیوالی مانتا انڈین دوستوں کو جان کر جیو,1.0,,,,,,
ڈھائی ہزار کرسیوں پانچ لاکھ کو بٹھانے ذمہ داری حامد میر عاصمہ شیرازی سلیم لفافی,1.0,,,,,,
میں روز صبح جلدی اٹھتی کالج جانے سے پہلے 5 منت لیے ٹویٹر آ صبح بخیر ٹویٹ کر سکوں بھی لیٹ جاتی ٹویٹ نہیں کر پاتی کالج وین آگے آگے اورمیں پیچھے بھاگ,0.0,,,,,,
کیسے کیسے گانڈو بھڑوے دلال کنجر نشئ چور اچکے حرامخور کرپٹ زانی پالشیئے ھمارے دل کو جلانے آ جاتے ھیں کس مادر یوے,0.0,,,,,,
سندھ پولیس کو عزت آرمی چیف تحقیقات رپورٹ سامنے آنے,0.0,,,,,,
سلیم لفافہ صحافی صاحب پوری عوام کو پتہ آپ کتنے نیک صحافی پیپلز پارٹی نون لیگ مولانا فضل ا,1.0,,,,,,
کامران خان آپکی دن بھریہ زمہ داری لگائی اپوزیشن کردار کشی اوراس پربھونکناہےآپ خوشامدگری وچاپلوسی سےاورکتنی دولت کماناچاہتےہیں موٹرسائیکل سےپیجارو پراڈو کےسفرمیں ضمیرکی لاش سےاٹھتی بدبوآپ ناک بند نہیں نوٹ آپ سب سےالتجاگزارش ہےہمیں بھی فالوکریں شکریہ,1.0,,,,,,
بڑوں لڑائی میں بچوں کا کام نہیں تم کس خوشی میں اچھل رھے ھو تابعدار ملازم مریم نواز StateAboveStateRejected,1.0,,,,,,
پاکستانی تاریخ صرف نوازشریف کو اعزاز حاصل ھوا ھے ان کا بیانیہ لوئر کلاس میں بھی پاپولر ھورھا ھے وؤٹ کو عزت,0.0,,,,,,
پوچھنا چاہیے بندہ بوٹ چاٹ چاٹ تھکتا نہیں,0.0,,,,,,
شاعر نے لکھ,0.0,,,,,,
آئو نا ڈوبتے کہاں ڈوبنا پٹوارن جی,1.0,,,,,,
ان بیغیرتوں ابا بھی مر جا ان کو افسوس نہ ہوگا بیان ان کا محض ڈرامے مبنی,1.0,,,,,,
سی اے راء ٹکڑوں پہ پلنے کتوں خاص نسل کا کام ایس پاک فوج پہ بھونکنا تے پھونکی جا,1.0,,,,,,
پھپھو سے کسی نظر ہٹے تب نا,0.0,,,,,,
شکوے بہت کسی کا برا چاہنا میری تربیت میں نہیں,0.0,,,,,,
اپنا آپس چے فساد پے جانا وا,0.0,,,,,,
کچھ صحافیوں کو کھسرے اوزار دئے جونسا بھی سائڈ استعمال کر سکو مثلا کامران خان ساتھ,1.0,,,,,,
فرق نہیں پڑتا اگر سندھ پولیس افسران چھٹی ٹائیگر فورس کو اسی دن لیئے تیار کر تھا فیاض چوہان ڈاکٹر شہباز گل,1.0,,,,,,
سن آرمی چیف صاحب نے ووٹ چوری کا نوٹس بہت خوب,1.0,,,,,,
بڑوں لڑائی میں بچوں کا کام نہیں تم کس خوشی میں اچھل رھے ھوتابعدار ملازم مریم نوازشریف StateAboveStateRejected,0.0,,,,,,
ہائے اللہ مینو تے سب بھول,0.0,,,,,,
بھی لفافہ خور بن جا میڈم جی,0.0,,,,,,
اتنی عزت کبھی مریم نے کپٹن صفدر کو نہیں جتنی بلاول رہا,1.0,,,,,,
لڑکیاں سوٹ پہن کر دوسری شادی میں نہیں جاتی لڑکوں نے ماسک میں کرونا نکال دیا,1.0,,,,,,
میں نے کچھ لگا رکھ اپنی پیٹھ پیچھے برائی کرنے لیے تنخواہ کچھ بھی نہیں مگر کام بڑی ایمانداری سے,1.0,,,,,,
کھو جاو لگ,0.0,,,,,,
کٹھ پتلی بن کر رہ نہیں سکتا میں سلیوٹ پیش کرتا IG سندھ سندھ پولیس کو جہنوں نے اپنے دائرہ اختیار اثر انداز ہونے والوں خلاف احتجاجا چھٹی درخواستیں جمع کروانا شروع کردیں,0.0,,,,,,
ITTEFAQ_PROMO بہترین فالوبیک ٹیم,0.0,,,,,,
کامران خان کر بس خوامخواہ,1.0,,,,,,
عورت جیسی بیوقوف مخلوق نہیں محبت عزت ملے محبت میں شراکت ہنس ہنس سہہ جاتی,1.0,,,,,,
آرمی چیف نے نہایت سیانے سے پیپلز پارٹی کو اب نون لیگ بیانیہ سے بہت کر لے دیکھ رہیے نون لیگ میں حالت کر ہونی,1.0,,,,,,
بھی سہی کہ,0.0,,,,,,
میر صاحب کامران خان صاحب کو 7 خون بھی معاف,0.0,,,,,,
شخص کو گراتے گراتے کتنے گر دوسرے کو کاٹ چاٹ پٹواریوں_کی_مادرملت,1.0,,,,,,
کراچی جلسے میں افراتفری پھیل جب جنریٹر نے آواز ڈیزل مک جا جے پٹواریوں_کی_مادرملت,1.0,,,,,,
نوٹس ایسے جیسے پہلے پتہ نہیں تھا,1.0,,,,,,
غزوہ سندھ ٹویٹس ڈرافٹ کر رھے ھیں,0.0,,,,,,
اے قدرت حسین مورت میں تمہارے ح سن کو جانچنے بیٹھوں مجھے صدیاں بھی کم پڑ جا اے ادائے س خن تمہاری جبیں چ ھونے سے دھرتی کا وہ ٹکرا سالوں اپنی قسمت ناز کرتا تمہارے ہاتھ چ ھو لینے سے ازلوں سے بیمار شخص لمحوں میں ہوتا دیکھ جا,0.0,,,,,,
سندھ پولیس عزت میری عزت سندھ پولیس بے عزتی میری بے عزتی چیئرمین بلاول بھٹو زرداری زندہ پولیس زندہ,0.0,,,,,,
پاک فوج ساتھ مگر کسی سیاسی جرنیل ساتھ نہیں,1.0,,,,,,
جو اپنی بیوی کو عزت نہیں سکتے وہ سندھ پولیس کو عزت دلوائے,1.0,,,,,,
اس خنزیرکےبچےکاباقی کاٹبرجوپاکستان میں ہےاسےISIاٹھاکےاس خنزیرکوپاکستان بلاسکتی ہےاورپھراس تشریف پرچھترول کےبیل بوٹےبناکےاس کاایجنڈاپروپیگنڈااس تشریف میں گھسابھی سکتی ہےاوراس کےناجائزباپ گوالمنڈیلاجس کایہ پالتوکتاہےکوبھی واپس بلاسکتی ہےیہ مادرچودایزی لےرہاISIکومیشایادآگئی,1.0,,,,,,
اب مجھے سکینہ نہیں کہتا بابا مرثیہ,0.0,,,,,,
سوال بھی جواب پوچھ,0.0,,,,,,
آپ مفت میں گھوٹ بوا بنی,0.0,,,,,,
تبھی گنجے کو نکالا ہم نے منحوس مارا لوڈ شیڈنگ ختم کرنے کا وعدہ کر آ تھا کمبخت,1.0,,,,,,
پرچی پڑھ کر بونگیاں مارتے اتنا ذلیل نہ,1.0,,,,,,
پٹواریوں سے زیادہ قابل رحم مخلوق نہیں چوری باپ نے عیش اولاد کر ھے چھتر پٹواری کھا پٹ,1.0,,,,,,
پتہ چل جا مینوں,0.0,,,,,,
سندھ پولیس کا اپنے ادارے وقار لیے احتجاج کا بہترین انداز StateAboveStateRejected,0.0,,,,,,
زندگی کو اتنی سستی نہ بناؤ ٹکے کھیل کر جا,1.0,,,,,,
سارا وقت سلیکٹڈ کو برا بھلا جب سلیکٹر کا خود کو فون آجائے خوشی سے بھنگڑے ڈالتے بس اتنی سی اوقات,1.0,,,,,,
سندھ پولیس کو مراد سعید سمجھ ریے مزا آ جے پٹیل صاحب,1.0,,,,,,
ھن آرام جے,0.0,,,,,,
اکلوتی نہیں پہلے تے اے کلئیر,0.0,,,,,,
